Algorithm,p_within,p_between,ARI,NMI,exp,distribution
girvan_newman,0.9,0.1,1.0,1.0,sbm_70_30,"[0.8427579365079365, 0.8484383000512032, 0.7459505541346974, 0.8201923076923077, 0.8611111111111112, 0.8935269207501513, 0.76797829036635, 0.8461538461538461, 0.7769230769230769, 0.8360655737704918, 0.829923273657289, 0.8090366581415175, 0.8211538461538461, 0.7698189134808853, 0.8318350079323109, 0.8011634056054997, 0.8708357685563998, 0.8407738095238095, 0.8764880952380952, 0.8256410256410256, 0.8480325644504749, 0.8408653846153846, 0.8105769230769231, 0.8983682983682983, 0.8495192307692307, 0.8222124670763828, 0.8014423076923077, 0.7822420634920635, 0.85193019566367, 0.8475499092558983, 0.8473998294970162, 0.7946428571428571, 0.8129938542581212, 0.8279192273924495, 0.7888498683055312, 0.7788331071913162, 0.8515037593984962, 0.7964040190375463, 0.8202764976958525, 0.823076923076923, 0.7995769434161819, 0.8403846153846154, 0.7442455242966752, 0.869431643625192, 0.8432692307692308, 0.8335594753505201, 0.7859213250517598, 0.7633889376646181, 0.8678955453149002, 0.7768376520359598, 0.8451977401129943, 0.8412698412698413, 0.8657342657342657, 0.8075396825396826, 0.8921205711263882, 0.8285843509724107, 0.8230904302019315, 0.8363636363636363, 0.8038461538461539, 0.8480769230769231, 0.8118498417005879, 0.8439897698209718, 0.8490384615384615, 0.8355367530407192, 0.7953463775780011, 0.8438228438228438, 0.7875, 0.7647058823529411, 0.7967229902713774, 0.8344640434192673, 0.6754032258064516, 0.6403361344537815, 0.5330634278002699, 0.5831932773109244, 0.6512096774193549, 0.5579322638146168, 0.7057471264367816, 0.5126849894291755, 0.6794354838709677, 0.6491935483870968, 0.6528735632183909, 0.6190476190476191, 0.8062678062678063, 0.7268817204301076, 0.6063492063492063, 0.6640211640211641, 0.5681511470985156, 0.7310344827586207, 0.5952380952380952, 0.6595365418894831, 0.5342624854819977, 0.6033613445378151, 0.8022988505747126, 0.6827586206896552, 0.7096774193548387, 0.5276653171390013, 0.753968253968254, 0.6666666666666666, 0.5761024182076814, 0.656084656084656]"
girvan_newman,0.9,0.2,1.0,1.0,sbm_70_30,"[0.7996381727725012, 0.7370600414078675, 0.8541666666666666, 0.7578857630008525, 0.7456740442655936, 0.7591346153846154, 0.7333333333333333, 0.7493734335839599, 0.8305171530977983, 0.8187403993855606, 0.8178053830227743, 0.8179880647911338, 0.7937584803256446, 0.7515220700152208, 0.8020833333333334, 0.7962109575012801, 0.7591346153846154, 0.7111872146118722, 0.7872975277067349, 0.7993854258121159, 0.785513078470825, 0.7335680751173709, 0.8177884615384615, 0.736140350877193, 0.7660455486542443, 0.7962732919254658, 0.8144230769230769, 0.8136200716845878, 0.7850815850815851, 0.7784241142252777, 0.7752684191040355, 0.8025793650793651, 0.7750503018108652, 0.7286486486486486, 0.758148893360161, 0.7621483375959079, 0.7988700564971751, 0.8207650273224044, 0.8269329237071172, 0.833173076923077, 0.7849462365591398, 0.7134394668641244, 0.7978290366350068, 0.7503105590062111, 0.7386541471048513, 0.8407960199004975, 0.7715179968701096, 0.8111888111888111, 0.7942107643600181, 0.7911158117398202, 0.7992831541218638, 0.8125874125874126, 0.779476861167002, 0.7980769230769231, 0.6688311688311688, 0.7694164989939638, 0.8137254901960784, 0.758148893360161, 0.8709677419354839, 0.7557344064386318, 0.7264079147640792, 0.7861491628614916, 0.7631469979296066, 0.8151561699948797, 0.7839221710189452, 0.7397260273972602, 0.7688828584350973, 0.7748024582967515, 0.7901785714285714, 0.8043478260869565, 0.5762483130904184, 0.6063492063492063, 0.5987179487179487, 0.5559246954595792, 0.5475609756097561, 0.5658914728682171, 0.5782241014799154, 0.6428571428571429, 0.5609756097560976, 0.5422832980972516, 0.586527293844367, 0.5795795795795796, 0.5888501742160279, 0.5900116144018583, 0.6059379217273954, 0.5885885885885885, 0.5644599303135889, 0.5897435897435898, 0.562753036437247, 0.5546558704453441, 0.5775978407557355, 0.5628205128205128, 0.5846372688477952, 0.6, 0.5641025641025641, 0.5880398671096345, 0.581646423751687, 0.5525252525252525, 0.5704125177809388, 0.5525641025641026]"
girvan_newman,0.9,0.3,0.0264775413711583,0.0364634380364579,sbm_70_30,"[0.7460876369327074, 0.8135198135198135, 0.7386153276564236, 0.73896499238965, 0.7297297297297297, 0.7764423076923077, 0.7874265038444143, 0.7922077922077922, 0.763000852514919, 0.7576821773485514, 0.7607017543859649, 0.72993672993673, 0.7617706237424547, 0.7630507219548316, 0.7510656436487638, 0.7130784708249497, 0.7661691542288557, 0.797190517998244, 0.7958592132505176, 0.7530441400304414, 0.7649018881895594, 0.7715179968701096, 0.734779299847793, 0.7518796992481203, 0.7966751918158568, 0.8, 0.7866549604916594, 0.7424430641821946, 0.7743634767339772, 0.7097186700767263, 0.7837837837837838, 0.7897435897435897, 0.7758215962441315, 0.7844287949921753, 0.80306905370844, 0.783461210571185, 0.6764161421695668, 0.7340153452685422, 0.7682177348551361, 0.7821946169772257, 0.722567287784679, 0.7344144144144145, 0.8256410256410256, 0.7378748611625324, 0.7434283598667161, 0.7724505327245054, 0.8056338028169014, 0.7954345917471466, 0.7613682092555332, 0.7287093942054433, 0.7361466325660699, 0.7352832284339134, 0.7667530544242873, 0.7368209255533199, 0.768944099378882, 0.8, 0.7407017543859649, 0.785513078470825, 0.7778753292361721, 0.7259649122807017, 0.7367641614216957, 0.7670175438596492, 0.7838509316770186, 0.7531969309462916, 0.7493415276558385, 0.7541651240281377, 0.7774363476733978, 0.7496087636932708, 0.715372907153729, 0.7526841910403554, 0.6, 0.5966697502312673, 0.6057585825027686, 0.5910204081632653, 0.6062717770034843, 0.5864734299516908, 0.593469387755102, 0.6157253599114064, 0.598989898989899, 0.5985198889916744, 0.6111111111111112, 0.5959595959595959, 0.6045918367346939, 0.5780392156862745, 0.6, 0.6063829787234043, 0.5920444033302498, 0.6093514328808446, 0.6074332171893148, 0.6015686274509804, 0.6086369770580297, 0.6307692307692307, 0.5983061101028433, 0.592156862745098, 0.597979797979798, 0.5974842767295597, 0.6049953746530989, 0.5960866526904263, 0.5892691951896393, 0.5859929078014184]"
girvan_newman,0.9,0.4,0.0264775413711583,0.0364634380364579,sbm_70_30,"[0.7466666666666667, 0.779476861167002, 0.743859649122807, 0.72993672993673, 0.7895372233400403, 0.7743102668475803, 0.7526636225266362, 0.7632768361581921, 0.7310321257689679, 0.7614906832298136, 0.7544303797468355, 0.7549117549117549, 0.7456140350877193, 0.8006088280060882, 0.7627329192546584, 0.7606625258799172, 0.7297297297297297, 0.7371838687628162, 0.8040241448692153, 0.7947686116700201, 0.7474683544303797, 0.7592792792792793, 0.7579908675799086, 0.7785547785547785, 0.7853881278538812, 0.7856349500185117, 0.7746478873239436, 0.7160012982797793, 0.7867494824016563, 0.7554872695346796, 0.7479674796747967, 0.743531202435312, 0.7659649122807017, 0.7446202531645569, 0.7812024353120244, 0.7777777777777778, 0.7408354646206309, 0.7370892018779343, 0.7308771929824561, 0.7560360360360361, 0.7681159420289855, 0.7891236306729265, 0.7552758237689745, 0.7660125879303962, 0.7482517482517482, 0.741642323920805, 0.7903348554033486, 0.748421052631579, 0.7491228070175439, 0.7633889376646181, 0.73896499238965, 0.7375256322624744, 0.7682843472317157, 0.7701863354037267, 0.7738654147104851, 0.7648667122351333, 0.7971841704718418, 0.7596491228070176, 0.7572298325722984, 0.7487719298245614, 0.7484620642515379, 0.7747778537252221, 0.7777777777777778, 0.7598343685300207, 0.7553319919517103, 0.7374229146381045, 0.7365003417634997, 0.7524324324324324, 0.786215978928885, 0.7452547452547452, 0.6522556390977443, 0.6451378809869376, 0.6478114478114478, 0.6470588235294118, 0.6658653846153846, 0.6610343061955966, 0.6622340425531915, 0.6382335148215366, 0.6538461538461539, 0.6472431077694235, 0.6470588235294118, 0.6424489795918368, 0.6281221091581869, 0.6342494714587738, 0.6580392156862745, 0.6576168929110106, 0.6509783183500794, 0.6407837445573294, 0.6487434248977206, 0.6363636363636364, 0.6493212669683258, 0.657510227936879, 0.6474025974025974, 0.6481632653061224, 0.6506493506493507, 0.6557377049180327, 0.6380153738644304, 0.6493506493506493, 0.635593220338983, 0.639412997903564]"
girvan_newman,0.9,0.5,0.0264775413711583,0.0364634380364579,sbm_70_30,"[0.767259056732741, 0.775438596491228, 0.7582278481012659, 0.798904538341158, 0.7768421052631579, 0.769406392694064, 0.7659649122807017, 0.746268656716418, 0.7699931647300068, 0.7656140350877193, 0.7832278481012658, 0.7925407925407926, 0.7703349282296651, 0.7532989099254159, 0.7661261261261261, 0.8141112618724559, 0.7657657657657657, 0.7639240506329114, 0.7785372522214627, 0.7852631578947369, 0.7763713080168776, 0.7642405063291139, 0.7576896787423103, 0.774074074074074, 0.7533875338753387, 0.7848817848817848, 0.7605727605727606, 0.7720700152207002, 0.7969483568075117, 0.7439117199391172, 0.7554129911788292, 0.7743531202435312, 0.774367088607595, 0.7894736842105263, 0.7659850697825381, 0.7595679012345679, 0.75, 0.7686116700201208, 0.7614490772385509, 0.7742257742257742, 0.752072072072072, 0.7537037037037037, 0.7941503146982599, 0.7805405405405406, 0.7755577755577756, 0.7842157842157842, 0.7799415774099319, 0.7686261107313739, 0.7556962025316456, 0.779296066252588, 0.7838509316770186, 0.7663096397273612, 0.7691358024691358, 0.7424050632911392, 0.7656140350877193, 0.7763713080168776, 0.7766958779617007, 0.7504302925989673, 0.7582417582417582, 0.7652347652347652, 0.7891891891891892, 0.7963089542036911, 0.7475756685277696, 0.7895372233400403, 0.7914837576821774, 0.7792207792207793, 0.7704504504504505, 0.7747747747747747, 0.7746478873239436, 0.7669753086419753, 0.6987012987012987, 0.6857142857142857, 0.7162734422262553, 0.6928571428571428, 0.7091653865847414, 0.7117794486215538, 0.7014492753623188, 0.6987788331071914, 0.705384150030248, 0.6959325396825397, 0.7010928961748634, 0.6945701357466063, 0.6983050847457627, 0.7152600170502984, 0.7043740573152338, 0.6943416181914331, 0.6909722222222222, 0.703962703962704, 0.6996298254891592, 0.6956128448665763, 0.6932839767318879, 0.7028769841269841, 0.7041742286751361, 0.6988700564971752, 0.711066398390342, 0.6961038961038961, 0.7050691244239631, 0.7019315188762072, 0.6973684210526315, 0.699436763952893]"
girvan_newman,0.9,0.6,0.0264775413711583,0.0364634380364579,sbm_70_30,"[0.8029860434923726, 0.7850045167118338, 0.7958860759493671, 0.818018018018018, 0.792283950617284, 0.769753086419753, 0.7903278156442713, 0.7715179968701096, 0.8028024606971975, 0.790498974709501, 0.7890560875512996, 0.7864207431168136, 0.8108108108108109, 0.7978254481339994, 0.7822784810126582, 0.812206572769953, 0.8022954461310625, 0.7888888888888889, 0.7931237143696738, 0.7907407407407407, 0.7874899759422614, 0.7950617283950617, 0.7994157740993184, 0.812037037037037, 0.7910364145658263, 0.787688098495212, 0.7965189873417722, 0.8101217656012176, 0.7896786757546251, 0.7857142857142857, 0.7931034482758621, 0.7942583732057417, 0.7981193064942698, 0.7928858290304074, 0.7920252438324727, 0.7972027972027972, 0.8048289738430584, 0.7845614035087719, 0.7851346965271015, 0.7898223426678711, 0.798918918918919, 0.8048618048618048, 0.7878342638848075, 0.7802639127940333, 0.7851540616246498, 0.8098020123336579, 0.795754446356856, 0.7851540616246498, 0.7927215189873418, 0.78990990990991, 0.8035993740219093, 0.7791164658634538, 0.8033106134371957, 0.7992982456140351, 0.8007140538786108, 0.8047468354430379, 0.796604938271605, 0.7934175727299442, 0.775376196990424, 0.8029860434923726, 0.7913279132791328, 0.788782489740082, 0.7981481481481482, 0.8048870788596816, 0.7856140350877193, 0.8022151898734177, 0.7920886075949367, 0.7854833970026447, 0.8089802130898022, 0.7893557422969187, 0.7442455242966752, 0.762071992976295, 0.7641851106639839, 0.7664335664335664, 0.7508196721311475, 0.757243195785777, 0.7572298325722984, 0.7655011655011655, 0.770239710538218, 0.7621621621621621, 0.7633181126331812, 0.7579908675799086, 0.7663622526636226, 0.7533199195171026, 0.7635610766045549, 0.7715617715617715, 0.7413461538461539, 0.7652631578947369, 0.7704126426690079, 0.7623102554609404, 0.7706293706293706, 0.7693947144075022, 0.7544757033248082, 0.7609657947686117, 0.7603686635944701, 0.7575438596491229, 0.7653769841269841, 0.7631701631701632, 0.7591324200913242, 0.7475409836065574]"
girvan_newman,0.9,0.7,-0.0113475177304964,0.0107618441266217,sbm_70_30,"[0.8239788421980605, 0.8216142270861833, 0.8287974683544304, 0.820158683514546, 0.818230419673884, 0.8243670886075949, 0.8160192713038241, 0.8184143222506394, 0.8209876543209876, 0.8201376936316696, 0.8304647160068847, 0.8302521008403362, 0.8180574555403557, 0.8349894610057211, 0.8268398268398268, 0.8189832500734646, 0.8211788211788211, 0.8089887640449438, 0.825588066551922, 0.8277627220716651, 0.8248974008207934, 0.8187042842215256, 0.8251542756391419, 0.8278535151029136, 0.8209982788296041, 0.8132334581772784, 0.828395061728395, 0.8205359831376091, 0.8275316455696202, 0.8114197530864198, 0.8296918767507003, 0.8193037974683545, 0.8253538090936465, 0.8166496424923391, 0.8260504201680672, 0.8253813696851672, 0.8263157894736842, 0.8139876579488686, 0.8155479059093517, 0.8250526949713941, 0.8167721518987342, 0.8179205851619644, 0.8186893917131942, 0.8380395975332684, 0.8210670314637483, 0.8322794339054501, 0.8319327731092437, 0.8219135802469136, 0.83089905874716, 0.8193037974683545, 0.814974182444062, 0.8256172839506173, 0.818230419673884, 0.8190304125263475, 0.8238482384823849, 0.8260504201680672, 0.8245665589186012, 0.8205198358413133, 0.8178427997705107, 0.8289671785606745, 0.818230419673884, 0.8296918767507003, 0.8238095238095238, 0.8207464002350867, 0.8160446664707611, 0.8202348690153568, 0.8371929824561404, 0.8184165232358004, 0.8218448218448219, 0.8151404151404151, 0.8088578088578089, 0.8043818466353677, 0.80703933747412, 0.7975155279503106, 0.8093947606142728, 0.8070776255707762, 0.8108108108108109, 0.8091228070175439, 0.8022954461310625, 0.8179162609542356, 0.8101217656012176, 0.8094736842105263, 0.8122807017543859, 0.8071928071928072, 0.8097001110699741, 0.8105228105228105, 0.8127853881278538, 0.8155178155178155, 0.7987062404870624, 0.801925212884117, 0.8128772635814889, 0.8055555555555556, 0.8169014084507042, 0.8115315315315316, 0.8055278055278056, 0.8057596238612988, 0.8195391106783512, 0.8089542036910458, 0.8142125865703101, 0.8097001110699741]"
girvan_newman,0.9,0.8,-0.0113475177304964,0.0107618441266217,sbm_70_30,"[0.8569901095963646, 0.8577920342154504, 0.8610049955921246, 0.8555381400208987, 0.8518808777429467, 0.8557085484796328, 0.8536585365853658, 0.8571929824561404, 0.8526557711950971, 0.8674658674658675, 0.8559483994266603, 0.8647420475808607, 0.8605042016806723, 0.8567087424029921, 0.8666666666666667, 0.8602983362019506, 0.8560224089635854, 0.8602983362019506, 0.8610240334378265, 0.8591954022988506, 0.8577630234933605, 0.859717868338558, 0.8581772784019975, 0.8606741573033708, 0.8565830721003135, 0.853903693314633, 0.8657031014754591, 0.8560674495633845, 0.866358024691358, 0.864240506329114, 0.8573817486860965, 0.8503462812405902, 0.8584269662921349, 0.8557095078834209, 0.8648426812585499, 0.8571819425444597, 0.857429718875502, 0.858641975308642, 0.8602830472749172, 0.8599304998663458, 0.8532943849399546, 0.8574555403556772, 0.857429718875502, 0.8563218390804598, 0.8567415730337079, 0.8621041879468846, 0.8589341692789969, 0.8610644257703082, 0.8577291381668947, 0.8630314832846478, 0.8594377510040161, 0.861732644865175, 0.8569288389513109, 0.8592418454305025, 0.85423197492163, 0.8545150501672241, 0.8594566353187043, 0.8644200626959248, 0.8635802469135803, 0.8660005877167205, 0.8564554931836408, 0.8553191489361702, 0.8549313358302122, 0.8692330296796944, 0.8604938271604938, 0.8592418454305025, 0.8636806231742941, 0.8582633053221288, 0.8527769615045548, 0.8589263420724095, 0.8543417366946778, 0.8506978253813697, 0.8513766372627639, 0.8580027359781122, 0.8624649859943978, 0.8598295621510432, 0.8646543330087634, 0.859493670886076, 0.8569707919301415, 0.8604938271604938, 0.850925925925926, 0.8500451671183379, 0.8568909785483397, 0.8549931600547196, 0.8580034423407917, 0.8549382716049383, 0.8577725536291507, 0.8592418454305025, 0.8670175438596491, 0.8521008403361344, 0.8555403556771546, 0.8605841613971695, 0.8567228013900027, 0.8598101265822785, 0.8542742398164085, 0.8604651162790697, 0.861904761904762, 0.8443037974683544, 0.8536585365853658, 0.8636363636363636]"
girvan_newman,0.9,0.9,-0.0113475177304964,0.0107618441266217,sbm_70_30,"[0.9001248439450686, 0.8973442288049029, 0.898876404494382, 0.893003064351379, 0.8948877209746775, 0.8984509466437177, 0.896284415931569, 0.9028481012658228, 0.8975903614457831, 0.8998978549540347, 0.8964590964590965, 0.8993757802746567, 0.8971285892634208, 0.8992519869097709, 0.9019607843137256, 0.8997289972899729, 0.9000267308206362, 0.8968335035750766, 0.9004702194357367, 0.8974358974358975, 0.8975062914664836, 0.8965781409601634, 0.900153217568948, 0.8991077556623198, 0.89812734082397, 0.896947496947497, 0.898876404494382, 0.90056134723336, 0.9034199726402188, 0.9014005602240897, 0.8981926332646991, 0.8952151831061214, 0.8981926332646991, 0.8967988533205925, 0.8998978549540347, 0.900153217568948, 0.9018987341772152, 0.8949579831932774, 0.8952151831061214, 0.8974358974358975, 0.8952380952380953, 0.8967988533205925, 0.8973442288049029, 0.8986415882967607, 0.898876404494382, 0.9013377926421404, 0.897924297924298, 0.8978549540347294, 0.8976279650436954, 0.9, 0.9017783857729138, 0.8968129571577848, 0.8924923391215526, 0.8984228815824645, 0.8983770287141074, 0.897924297924298, 0.8963210702341137, 0.8986210418794689, 0.8995896032831737, 0.9008403361344538, 0.8991260923845193, 0.8954472660718371, 0.897924297924298, 0.8976209569633787, 0.8952380952380953, 0.8944099378881988, 0.90194075587334, 0.895970695970696, 0.8988795518207283, 0.8982322025800287, 0.8942798774259448, 0.8960674157303371, 0.8967988533205925, 0.8976209569633787, 0.8982216142270861, 0.896914446002805, 0.8983770287141074, 0.8959048272706475, 0.895843287147635, 0.8938786420743117, 0.8971285892634208, 0.8986210418794689, 0.895843287147635, 0.8971482000935016, 0.8974789915966387, 0.8965781409601634, 0.8979480164158686, 0.897378277153558, 0.8968190323442929, 0.8941323345817728, 0.896358543417367, 0.8991260923845193, 0.9009193054136876, 0.8976209569633787, 0.8986267166042446, 0.8970377448638318, 0.8981103166496425, 0.901095963646084, 0.8963210702341137, 0.892542101042502]"
girvan_newman,1.0,0.1,1.0,1.0,sbm_70_30,"[0.9484909456740442, 0.9472837022132796, 0.8498245614035088, 0.9041095890410958, 0.9734989648033128, 1.0, 0.910958904109589, 0.9284037558685446, 0.8855979266938171, 0.931924882629108, 0.9311424100156496, 0.906392694063927, 0.9287949921752738, 0.883006293965198, 0.8893002591632728, 0.9037290715372908, 0.9747412008281572, 0.9496981891348087, 0.9763975155279504, 0.9730848861283644, 0.9272300469483568, 0.9264475743348984, 0.9338810641627544, 0.972256728778468, 0.9541247484909456, 0.9747412008281572, 0.904490106544901, 0.883006293965198, 0.9060121765601218, 0.9529175050301812, 1.0, 0.9048706240487062, 0.8893002591632728, 0.9323161189358372, 0.904490106544901, 0.8470175438596491, 1.0, 0.8695495495495495, 0.9557344064386318, 0.926056338028169, 0.9094368340943684, 0.9517102615694164, 0.8637837837837837, 0.926056338028169, 1.0, 0.9048706240487062, 0.9052511415525114, 0.8688288288288288, 0.9480885311871228, 0.8833765272121437, 0.9280125195618152, 0.9480885311871228, 0.9747412008281572, 0.9549295774647888, 0.9513078470824948, 0.9488933601609658, 0.9525150905432596, 0.9303599374021908, 0.8702702702702703, 0.9718426501035196, 0.9094368340943684, 0.9287949921752738, 0.9763975155279504, 0.9342723004694836, 0.9509054325955736, 0.9079147640791476, 0.9082952815829528, 0.8666666666666667, 0.887449092928545, 0.9529175050301812, 0.6004645760743321, 0.6936936936936937, 0.8881720430107527, 0.7629233511586453, 0.8049242424242424, 0.6219512195121951, 0.8387096774193549, 0.7361344537815127, 0.6585695006747638, 0.7310924369747899, 0.746218487394958, 0.7174603174603175, 0.6039488966318235, 0.6600284495021337, 0.7378151260504202, 0.6558704453441295, 0.8011363636363636, 0.5652173913043478, 0.7593582887700535, 0.7428571428571429, 0.7478991596638656, 0.6951951951951952, 0.8881720430107527, 0.8049242424242424, 0.6714082503556188, 0.7664884135472371, 0.6346153846153846, 0.8106060606060606, 0.6685633001422475, 0.7294117647058823]"
girvan_newman,1.0,0.2,1.0,1.0,sbm_70_30,"[0.917427701674277, 0.8056962025316455, 0.9784679089026916, 0.8465481886534518, 0.8610526315789474, 0.8635087719298246, 0.8513328776486672, 0.864561403508772, 0.8989263235838578, 0.9557344064386318, 0.8989263235838578, 0.8970751573491299, 0.9366197183098592, 0.8444976076555024, 0.8785585585585586, 0.8981858570899667, 0.848257006151743, 0.8348318348318349, 0.8807207207207207, 0.8818018018018018, 0.8814414414414414, 0.8301698301698301, 0.897815623843021, 0.849624060150376, 0.863859649122807, 0.8642105263157894, 0.9346635367762128, 0.9338810641627544, 0.88, 0.8649122807017544, 0.8652631578947368, 0.8941132913735653, 0.899666790077749, 0.8085443037974683, 0.8631578947368421, 0.8462064251537936, 0.8825225225225225, 0.975983436853002, 0.897815623843021, 0.93622848200313, 0.8930025916327287, 0.8211619604024667, 0.917427701674277, 0.8614035087719298, 0.8063291139240506, 0.9338810641627544, 0.8828828828828829, 0.8789189189189189, 0.9140030441400304, 0.88, 0.9170471841704718, 0.9004072565716401, 0.8963346908552388, 0.915144596651446, 0.7681457537466941, 0.8205128205128205, 0.9162861491628614, 0.8970751573491299, 0.9155251141552512, 0.8628070175438597, 0.8301698301698301, 0.8673684210526316, 0.8485987696514012, 0.9143835616438356, 0.9121004566210046, 0.849624060150376, 0.8656140350877193, 0.8475734791524265, 0.8974453905960755, 0.93622848200313, 0.6600221483942414, 0.6469221835075494, 0.6143617021276596, 0.6411960132890365, 0.6289640591966174, 0.6504065040650406, 0.6884615384615385, 0.6533776301218162, 0.6303030303030303, 0.6171717171717171, 0.6232323232323232, 0.6416490486257929, 0.7140825035561877, 0.63107822410148, 0.5975948196114709, 0.655592469545958, 0.6533776301218162, 0.6445182724252492, 0.6303030303030303, 0.6679487179487179, 0.662020905923345, 0.6318840579710145, 0.6646341463414634, 0.6290143964562569, 0.6374207188160677, 0.6562137049941928, 0.6242424242424243, 0.6522702104097453, 0.6804878048780488, 0.6323366555924695]"
girvan_newman,1.0,0.3,0.0264775413711583,0.0364634380364579,sbm_70_30,"[0.8275316455696202, 0.9078119215105516, 0.8363924050632912, 0.8360759493670886, 0.8225308641975309, 0.8697881066302119, 0.9059607552758238, 0.8849122807017544, 0.8859649122807017, 0.8332278481012658, 0.8581418581418582, 0.8130081300813008, 0.8584748584748585, 0.8534798534798534, 0.8534798534798534, 0.7954745812518366, 0.8506978253813697, 0.9277016742770168, 0.8735475051264525, 0.8588078588078588, 0.8558108558108558, 0.8648018648018648, 0.8078166323831913, 0.834493670886076, 0.8944144144144144, 0.9107737874861164, 0.8990990990990991, 0.8234567901234567, 0.8697881066302119, 0.820679012345679, 0.8714969241285031, 0.8849122807017544, 0.8660287081339713, 0.868421052631579, 0.894054054054054, 0.8962162162162162, 0.7638453500522466, 0.8363924050632912, 0.8708133971291866, 0.9034234234234234, 0.8037026153394065, 0.8357594936708861, 0.8983783783783784, 0.8237654320987654, 0.834493670886076, 0.8694463431305537, 0.8994594594594595, 0.8972972972972973, 0.8578088578088578, 0.820679012345679, 0.8650034176349966, 0.8142125865703101, 0.8471275559883155, 0.8429081467056151, 0.8554778554778555, 0.8944144144144144, 0.8422590068159689, 0.8591408591408591, 0.8775438596491228, 0.8121047877145439, 0.8160493827160494, 0.8687628161312372, 0.8814035087719299, 0.8445309964297306, 0.8477766958779617, 0.8611388611388612, 0.8506978253813697, 0.8564768564768565, 0.8169226136705812, 0.8451801363193768, 0.6359649122807017, 0.6653061224489796, 0.6598793363499246, 0.6533333333333333, 0.6489795918367347, 0.6695652173913044, 0.6530920060331825, 0.6590136054421769, 0.643265306122449, 0.6518518518518519, 0.6705314009661836, 0.6693262411347518, 0.6509803921568628, 0.6710992907801419, 0.6641156462585034, 0.6541176470588236, 0.6415094339622641, 0.6538461538461539, 0.6647314949201741, 0.6516690856313497, 0.6538461538461539, 0.6747474747474748, 0.6666666666666666, 0.6852497096399536, 0.7119628339140535, 0.6527525710828797, 0.6523947750362845, 0.6598639455782312, 0.6551948051948052, 0.6636500754147813]"
girvan_newman,1.0,0.4,0.0264775413711583,0.0364634380364579,sbm_70_30,"[0.8281698221457258, 0.8777888777888778, 0.8218588640275387, 0.815406162464986, 0.9003508771929825, 0.8744588744588745, 0.8373983739837398, 0.8679000324569944, 0.8296041308089501, 0.8429012345679012, 0.8296041308089501, 0.8469135802469135, 0.8431195423065342, 0.8899521531100478, 0.8361939174947305, 0.859493670886076, 0.8218588640275387, 0.8253012048192772, 0.8817848817848818, 0.8885850991114149, 0.8247274813539873, 0.8579113924050633, 0.8295621510431972, 0.8756897111327491, 0.8645569620253165, 0.8682246024018176, 0.8824508824508824, 0.7907615480649188, 0.872444011684518, 0.8540123456790123, 0.8261617900172117, 0.8298560094034675, 0.8487654320987654, 0.8250143430866322, 0.8885850991114149, 0.859493670886076, 0.8339700264472524, 0.8232931726907631, 0.8210084033613445, 0.8512345679012345, 0.8629746835443038, 0.8871128871128872, 0.8367961457392352, 0.8591772151898734, 0.8235294117647058, 0.8277990008815751, 0.8834586466165414, 0.8290304073436604, 0.8422161999397771, 0.8585443037974684, 0.8281698221457258, 0.8176470588235294, 0.8737422914638104, 0.8462962962962963, 0.8767898767898767, 0.8491418247515808, 0.9017543859649124, 0.8316191595650896, 0.8515432098765432, 0.8331827762722072, 0.8345577431677931, 0.8531645569620253, 0.8777888777888778, 0.8518987341772152, 0.8482384823848238, 0.8232931726907631, 0.8175102599179207, 0.8416139716952725, 0.8787878787878788, 0.8232931726907631, 0.7028027498677948, 0.6917293233082706, 0.7005464480874317, 0.7043771043771043, 0.7084089534180278, 0.7025974025974026, 0.7067603160667252, 0.7076923076923077, 0.7270408163265306, 0.6937853107344633, 0.6961152882205514, 0.7029643073200242, 0.7023060796645703, 0.6952104499274311, 0.7058823529411765, 0.7012244897959183, 0.706766917293233, 0.7006493506493506, 0.7060931899641577, 0.698051948051948, 0.7081413210445469, 0.6992481203007519, 0.7058441558441558, 0.7103825136612022, 0.7048509643483343, 0.6975867269984917, 0.6957047791893527, 0.7043269230769231, 0.699874686716792, 0.6995908825248393]"
